-2 0.150198 0.328507 0.361215
-1.992 0.120418 0.349853 0.369996
-1.984 0.0885553 0.368059 0.378562
-1.976 0.0549687 0.382949 0.386874
-1.968 0.0200273 0.394388 0.394896
-1.96 -0.0158935 0.40228 0.402594
-1.952 -0.0524161 0.406573 0.409938
-1.944 -0.0891649 0.407254 0.416901
-1.936 -0.125771 0.404347 0.423456
-1.928 -0.161875 0.397915 0.429581
-1.92 -0.197131 0.388054 0.435255
-1.912 -0.231211 0.374894 0.440459
-1.904 -0.263804 0.358595 0.445178
-1.896 -0.294623 0.339343 0.449395
-1.888 -0.323404 0.317348 0.4531
-1.88 -0.349907 0.292844 0.456282
-1.872 -0.373923 0.266082 0.458931
-1.864 -0.395266 0.237327 0.461041
-1.856 -0.413783 0.206857 0.462608
-1.848 -0.429348 0.174961 0.463628
-1.84 -0.441864 0.141932 0.4641
-1.832 -0.451264 0.108067 0.464023
-1.824 -0.457509 0.0736631 0.463401
-1.816 -0.460587 0.0390168 0.462237
-1.808 -0.460515 0.00441889 0.460536
-1.8 -0.457333 -0.0298465 0.458306
-1.792 -0.451109 -0.0635039 0.455557
-1.784 -0.441931 -0.096289 0.452299
-1.776 -0.429909 -0.12795 0.448545
-1.768 -0.415175 -0.158249 0.444312
-1.76 -0.397876 -0.186965 0.439615
-1.752 -0.378179 -0.213891 0.434475
-1.744 -0.356262 -0.23884 0.428914
-1.736 -0.332317 -0.261643 0.422956
-1.728 -0.306548 -0.28215 0.41663
-1.72 -0.279167 -0.30023 0.409966
-1.712 -0.250391 -0.315772 0.402998
-1.704 -0.220445 -0.328684 0.395765
-1.696 -0.189557 -0.338896 0.388307
-1.688 -0.157956 -0.346354 0.380672
-1.68 -0.125872 -0.351027 0.372912
-1.672 -0.0935328 -0.3529 0.365084
-1.664 -0.0611644 -0.351976 0.357251
-1.656 -0.0289883 -0.348278 0.349482
-1.648 0.00277944 -0.341843 0.341854
-1.64 0.0339291 -0.332726 0.334451
-1.632 0.0642587 -0.320996 0.327364
-1.624 0.0935746 -0.306735 0.320691
-1.616 0.121693 -0.29004 0.314535
-1.608 0.148439 -0.271019 0.309008
-1.6 0.17365 -0.249792 0.304221
-1.592 0.197174 -0.226488 0.300291
-1.584 0.218871 -0.201245 0.297328
-1.576 0.238613 -0.174201 0.295436
-1.568 0.256284 -0.145531 0.294722
-1.56 0.271782 -0.115372 0.295256
-1.552 0.285015 -0.0838945 0.297106
-1.544 0.295907 -0.0512644 0.300315
-1.536 0.304392 -0.0176515 0.304903
-1.528 0.310419 0.0167729 0.310871
-1.52 0.313946 0.0518368 0.318197
-1.512 0.314947 0.087368 0.326841
-1.504 0.313406 0.123196 0.33675
-1.496 0.309318 0.15915 0.347859
-1.488 0.302689 0.195063 0.360098
-1.48 0.293538 0.230772 0.37339
-1.472 0.281892 0.266115 0.38766
-1.464 0.267788 0.300936 0.402831
-1.456 0.251274 0.335083 0.418831
-1.448 0.232405 0.368411 0.43559
-1.44 0.211245 0.400779 0.453043
-1.432 0.187865 0.432052 0.471128
-1.424 0.162344 0.462101 0.489789
-1.416 0.134767 0.490806 0.508972
-1.408 0.105226 0.518052 0.528631
-1.4 0.0738174 0.543731 0.548719
-1.392 0.0406423 0.567745 0.569197
-1.384 0.00580676 0.589999 0.590028
-1.376 -0.0305795 0.61041 0.611175
-1.368 -0.0684037 0.628899 0.632608
-1.36 -0.10755 0.645398 0.654298
-1.352 -0.147901 0.659843 0.676216
-1.344 -0.189337 0.672181 0.698338
-1.336 -0.231737 0.682363 0.72064
-1.328 -0.274979 0.690352 0.743101
-1.32 -0.318942 0.696112 0.7657
-1.312 -0.363504 0.699621 0.788419
-1.304 -0.408543 0.700858 0.811239
-1.296 -0.453939 0.699812 0.834145
-1.288 -0.499572 0.696479 0.85712
-1.28 -0.545324 0.690859 0.88015
-1.272 -0.591079 0.68296 0.903221
-1.264 -0.636724 0.672794 0.92632
-1.256 -0.682146 0.660382 0.949435
-1.248 -0.727236 0.645746 0.972554
-1.24 -0.771889 0.628918 0.995666
-1.232 -0.816001 0.60993 1.01876
-1.224 -0.859473 0.588822 1.04183
-1.216 -0.902207 0.565637 1.06486
-1.208 -0.944111 0.540422 1.08784
-1.2 -0.985095 0.513229 1.11077
-1.192 -1.02507 0.484112 1.13364
-1.184 -1.06397 0.453129 1.15644
-1.176 -1.1017 0.420341 1.17916
-1.168 -1.13819 0.385812 1.2018
