0.000691467 1.01264e-08
0.00138293 1.55404e-08
0.0020744 2.229e-08
0.00276587 3.64387e-08
0.00345733 6.40663e-08
0.0041488 1.05215e-07
0.00484027 1.47592e-07
0.00553174 1.99447e-07
0.0062232 2.70893e-07
0.00691467 3.72149e-07
0.00760614 5.11847e-07
0.0082976 6.74995e-07
0.00898907 8.62496e-07
0.00968054 1.08437e-06
0.010372 1.35066e-06
0.0110635 1.67144e-06
0.0117549 2.04163e-06
0.0124464 2.45147e-06
0.0131379 2.91012e-06
0.0138293 3.42687e-06
0.0145208 4.01102e-06
0.0152123 4.66604e-06
0.0159037 5.37559e-06
0.0165952 8.81971e-06
0.0172867 1.21441e-05
0.0179781 1.37311e-05
0.0186696 1.54766e-05
0.0193611 1.73569e-05
0.0200525 1.93696e-05
0.020744 2.15318e-05
0.0214355 2.38603e-05
0.0221269 2.63729e-05
0.0228184 2.90638e-05
0.0235099 3.19132e-05
0.0242013 3.49382e-05
0.0248928 3.81573e-05
0.0255843 4.15885e-05
0.0262757 4.52407e-05
0.0269672 4.90857e-05
0.0276587 5.31338e-05
0.0283501 5.74015e-05
0.0290416 6.19054e-05
0.0297331 6.6662e-05
0.0304245 7.1652e-05
0.031116 7.68704e-05
0.0318075 8.23352e-05
0.0324989 8.80661e-05
0.0331904 9.40802e-05
0.0338819 0.000100375
0.0345733 0.000106928
0.0352648 0.000113756
0.0359563 0.000120874
0.0366478 0.000128302
0.0373392 0.00013605
0.0380307 0.000144092
0.0387222 0.000152437
0.0394136 0.000161101
0.0401051 0.000170102
0.0407966 0.00017946
0.041488 0.000189155
0.0421795 0.000199178
0.042871 0.000209549
0.0435624 0.000220283
0.0442539 0.000231397
0.0449454 0.000242894
0.0456368 0.000254749
0.0463283 0.00026698
0.0470198 0.000279603
0.0477112 0.000292636
0.0484027 0.000306095
0.0490942 0.00031995
0.0497856 0.000334208
0.0504771 0.000348884
0.0511686 0.000363998
0.05186 0.000379567
0.0525515 0.000395577
0.053243 0.000412021
0.0539344 0.000428912
0.0546259 0.000446272
0.0553174 0.000464113
0.0560088 0.000482443
0.0567003 0.000501235
0.0573918 0.000520503
0.0580832 0.000540263
0.0587747 0.000560531
0.0594662 0.000581321
0.0601576 0.000602609
0.0608491 0.000624402
0.0615406 0.000646715
0.062232 0.00066957
0.0629235 0.000692981
0.063615 0.000716941
0.0643064 0.000741432
0.0649979 0.000766473
0.0656894 0.000792082
0.0663808 0.00081828
0.0670723 0.000845075
0.0677638 0.000872447
0.0684552 0.000904584
0.0691467 0.000933304
0.0698382 0.000962642
0.0705296 0.000992604
0.0712211 0.00102318
0.0719126 0.00105436
0.072604 0.00108617
0.0732955 0.00111862
0.073987 0.0011517
0.0746784 0.00118543
0.0753699 0.00121978
0.0760614 0.00125479
0.0767528 0.00129046
0.0774443 0.00132682
0.0781358 0.00136388
0.0788272 0.0014016
0.0795187 0.00144001
